"Notes"	"Age Group"	"Age Group Code"	"County"	"County Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Calhoun County, GA"	"13037"	10	935	1069.5 (Unreliable)
	"< 1 year"	"1"	"Camden County, GA"	"13039"	61	9349	652.5
	"< 1 year"	"1"	"Candler County, GA"	"13043"	22	1863	1180.9
	"< 1 year"	"1"	"Carroll County, GA"	"13045"	133	17882	743.8
	"< 1 year"	"1"	"Catoosa County, GA"	"13047"	62	8997	689.1
	"< 1 year"	"1"	"Charlton County, GA"	"13049"	23	1575	1460.3
	"< 1 year"	"1"	"Chatham County, GA"	"13051"	448	42521	1053.6
	"< 1 year"	"1"	"Chattahoochee County, GA"	"13053"	15	2701	555.3 (Unreliable)
	"< 1 year"	"1"	"Chattooga County, GA"	"13055"	33	3873	852.1
	"< 1 year"	"1"	"Cherokee County, GA"	"13057"	173	33356	518.6
	"< 1 year"	"1"	"Clarke County, GA"	"13059"	138	16500	836.4
	"< 1 year"	"1"	"Clayton County, GA"	"13063"	481	53387	901.0
	"< 1 year"	"1"	"Clinch County, GA"	"13065"	13	1378	943.4 (Unreliable)
	"< 1 year"	"1"	"Cobb County, GA"	"13067"	802	119889	669.0
	"< 1 year"	"1"	"Coffee County, GA"	"13069"	83	7527	1102.7
	"< 1 year"	"1"	"Colquitt County, GA"	"13071"	80	8906	898.3
	"< 1 year"	"1"	"Columbia County, GA"	"13073"	113	16582	681.5
	"< 1 year"	"1"	"Cook County, GA"	"13075"	33	3086	1069.3
	"< 1 year"	"1"	"Coweta County, GA"	"13077"	99	19611	504.8
	"< 1 year"	"1"	"Crisp County, GA"	"13081"	48	4015	1195.5
	"< 1 year"	"1"	"Dade County, GA"	"13083"	17	2197	773.8 (Unreliable)
	"< 1 year"	"1"	"Dawson County, GA"	"13085"	18	2870	627.2 (Unreliable)
	"< 1 year"	"1"	"Decatur County, GA"	"13087"	45	4869	924.2
	"< 1 year"	"1"	"DeKalb County, GA"	"13089"	1100	128953	853.0
	"< 1 year"	"1"	"Dodge County, GA"	"13091"	30	3031	989.8
	"< 1 year"	"1"	"Dooly County, GA"	"13093"	21	2271	924.7
	"< 1 year"	"1"	"Dougherty County, GA"	"13095"	210	17451	1203.4
	"< 1 year"	"1"	"Douglas County, GA"	"13097"	144	19912	723.2
	"< 1 year"	"1"	"Early County, GA"	"13099"	23	1864	1233.9
	"< 1 year"	"1"	"Effingham County, GA"	"13103"	60	7724	776.8
	"< 1 year"	"1"	"Elbert County, GA"	"13105"	25	3237	772.3
	"< 1 year"	"1"	"Emanuel County, GA"	"13107"	53	3977	1332.7
	"< 1 year"	"1"	"Evans County, GA"	"13109"	20	2170	921.7
	"< 1 year"	"1"	"Fannin County, GA"	"13111"	26	2902	895.9
	"< 1 year"	"1"	"Fayette County, GA"	"13113"	54	10711	504.2
	"< 1 year"	"1"	"Floyd County, GA"	"13115"	173	15781	1096.3
	"< 1 year"	"1"	"Forsyth County, GA"	"13117"	104	26974	385.6
	"< 1 year"	"1"	"Franklin County, GA"	"13119"	23	3263	704.9
	"< 1 year"	"1"	"Fulton County, GA"	"13121"	1291	150207	859.5
	"< 1 year"	"1"	"Gilmer County, GA"	"13123"	39	4259	915.7
	"< 1 year"	"1"	"Glynn County, GA"	"13127"	122	11954	1020.6
	"< 1 year"	"1"	"Gordon County, GA"	"13129"	79	9703	814.2
	"< 1 year"	"1"	"Grady County, GA"	"13131"	46	4552	1010.5
	"< 1 year"	"1"	"Greene County, GA"	"13133"	25	2293	1090.3
	"< 1 year"	"1"	"Gwinnett County, GA"	"13135"	889	140970	630.6
	"< 1 year"	"1"	"Habersham County, GA"	"13137"	38	6580	577.5
	"< 1 year"	"1"	"Hall County, GA"	"13139"	239	33710	709.0
	"< 1 year"	"1"	"Hancock County, GA"	"13141"	18	1186	1517.7 (Unreliable)
	"< 1 year"	"1"	"Haralson County, GA"	"13143"	33	4589	719.1
	"< 1 year"	"1"	"Harris County, GA"	"13145"	33	3726	885.7
	"< 1 year"	"1"	"Hart County, GA"	"13147"	25	3447	725.3
	"< 1 year"	"1"	"Heard County, GA"	"13149"	22	1883	1168.3
	"< 1 year"	"1"	"Henry County, GA"	"13151"	221	28503	775.4
	"< 1 year"	"1"	"Houston County, GA"	"13153"	210	21636	970.6
	"< 1 year"	"1"	"Irwin County, GA"	"13155"	17	1533	1108.9 (Unreliable)
	"< 1 year"	"1"	"Jackson County, GA"	"13157"	75	8951	837.9
	"< 1 year"	"1"	"Jasper County, GA"	"13159"	25	2065	1210.7
	"< 1 year"	"1"	"Jeff Davis County, GA"	"13161"	27	2653	1017.7
	"< 1 year"	"1"	"Jefferson County, GA"	"13163"	36	3048	1181.1
	"< 1 year"	"1"	"Jenkins County, GA"	"13165"	17	1584	1073.2 (Unreliable)
	"< 1 year"	"1"	"Jones County, GA"	"13169"	29	4334	669.1
	"< 1 year"	"1"	"Lamar County, GA"	"13171"	23	2531	908.7
	"< 1 year"	"1"	"Lanier County, GA"	"13173"	18	1705	1055.7 (Unreliable)
	"< 1 year"	"1"	"Laurens County, GA"	"13175"	69	8063	855.8
	"< 1 year"	"1"	"Lee County, GA"	"13177"	32	4088	782.8
	"< 1 year"	"1"	"Liberty County, GA"	"13179"	165	16497	1000.2
	"< 1 year"	"1"	"Lincoln County, GA"	"13181"	11	1043	1054.7 (Unreliable)
	"< 1 year"	"1"	"Long County, GA"	"13183"	22	3027	726.8
	"< 1 year"	"1"	"Lowndes County, GA"	"13185"	250	18028	1386.7
	"< 1 year"	"1"	"Lumpkin County, GA"	"13187"	13	4081	318.5 (Unreliable)
	"< 1 year"	"1"	"McDuffie County, GA"	"13189"	47	3674	1279.3
	"< 1 year"	"1"	"McIntosh County, GA"	"13191"	19	1925	987.0 (Unreliable)
	"< 1 year"	"1"	"Macon County, GA"	"13193"	24	2240	1071.4
	"< 1 year"	"1"	"Madison County, GA"	"13195"	24	4227	567.8
	"< 1 year"	"1"	"Marion County, GA"	"13197"	13	1313	990.1 (Unreliable)
	"< 1 year"	"1"	"Meriwether County, GA"	"13199"	26	3796	684.9
	"< 1 year"	"1"	"Mitchell County, GA"	"13205"	42	4341	967.5
	"< 1 year"	"1"	"Monroe County, GA"	"13207"	34	3716	915.0
	"< 1 year"	"1"	"Montgomery County, GA"	"13209"	13	1285	1011.7 (Unreliable)
	"< 1 year"	"1"	"Morgan County, GA"	"13211"	16	2515	636.2 (Unreliable)
	"< 1 year"	"1"	"Murray County, GA"	"13213"	42	7117	590.1
	"< 1 year"	"1"	"Muscogee County, GA"	"13215"	520	34589	1503.4
	"< 1 year"	"1"	"Newton County, GA"	"13217"	111	15681	707.9
	"< 1 year"	"1"	"Oconee County, GA"	"13219"	21	4113	510.6
	"< 1 year"	"1"	"Oglethorpe County, GA"	"13221"	13	2121	612.9 (Unreliable)
	"< 1 year"	"1"	"Paulding County, GA"	"13223"	120	22492	533.5
	"< 1 year"	"1"	"Peach County, GA"	"13225"	49	4119	1189.6
	"< 1 year"	"1"	"Pickens County, GA"	"13227"	34	4115	826.2
	"< 1 year"	"1"	"Pierce County, GA"	"13229"	19	2817	674.5 (Unreliable)
	"< 1 year"	"1"	"Pike County, GA"	"13231"	20	2235	894.9
	"< 1 year"	"1"	"Polk County, GA"	"13233"	55	7629	720.9
	"< 1 year"	"1"	"Putnam County, GA"	"13237"	34	3196	1063.8
	"< 1 year"	"1"	"Quitman County, GA"	"13239"	10	396	2525.3 (Unreliable)
	"< 1 year"	"1"	"Rabun County, GA"	"13241"	15	2053	730.6 (Unreliable)
	"< 1 year"	"1"	"Randolph County, GA"	"13243"	21	1106	1898.7
	"< 1 year"	"1"	"Richmond County, GA"	"13245"	442	36581	1208.3
	"< 1 year"	"1"	"Rockdale County, GA"	"13247"	78	12528	622.6
	"< 1 year"	"1"	"Screven County, GA"	"13251"	36	2361	1524.8
	"< 1 year"	"1"	"Seminole County, GA"	"13253"	12	1272	943.4 (Unreliable)
	"< 1 year"	"1"	"Spalding County, GA"	"13255"	126	10860	1160.2
	"< 1 year"	"1"	"Stephens County, GA"	"13257"	27	3901	692.1
	"< 1 year"	"1"	"Stewart County, GA"	"13259"	14	697	2008.6 (Unreliable)
	"< 1 year"	"1"	"Sumter County, GA"	"13261"	51	6024	846.6
	"< 1 year"	"1"	"Talbot County, GA"	"13263"	15	993	1510.6 (Unreliable)
	"< 1 year"	"1"	"Tattnall County, GA"	"13267"	39	3723	1047.5
	"< 1 year"	"1"	"Telfair County, GA"	"13271"	19	2350	808.5 (Unreliable)
	"< 1 year"	"1"	"Terrell County, GA"	"13273"	27	1849	1460.2
	"< 1 year"	"1"	"Thomas County, GA"	"13275"	72	7035	1023.5
	"< 1 year"	"1"	"Tift County, GA"	"13277"	66	7123	926.6
	"< 1 year"	"1"	"Toombs County, GA"	"13279"	39	5149	757.4
	"< 1 year"	"1"	"Treutlen County, GA"	"13283"	13	1077	1207.1 (Unreliable)
	"< 1 year"	"1"	"Troup County, GA"	"13285"	106	11118	953.4
	"< 1 year"	"1"	"Turner County, GA"	"13287"	15	1604	935.2 (Unreliable)
	"< 1 year"	"1"	"Twiggs County, GA"	"13289"	16	1468	1089.9 (Unreliable)
	"< 1 year"	"1"	"Union County, GA"	"13291"	11	2252	488.5 (Unreliable)
	"< 1 year"	"1"	"Upson County, GA"	"13293"	32	4312	742.1
	"< 1 year"	"1"	"Walker County, GA"	"13295"	76	9730	781.1
	"< 1 year"	"1"	"Walton County, GA"	"13297"	91	12859	707.7
	"< 1 year"	"1"	"Ware County, GA"	"13299"	57	5902	965.8
	"< 1 year"	"1"	"Warren County, GA"	"13301"	12	1006	1192.8 (Unreliable)
	"< 1 year"	"1"	"Washington County, GA"	"13303"	34	3197	1063.5
	"< 1 year"	"1"	"Wayne County, GA"	"13305"	61	4737	1287.7
	"< 1 year"	"1"	"White County, GA"	"13311"	25	3689	677.7
	"< 1 year"	"1"	"Whitfield County, GA"	"13313"	138	19733	699.3
	"< 1 year"	"1"	"Wilcox County, GA"	"13315"	15	1094	1371.1 (Unreliable)
	"< 1 year"	"1"	"Wilkes County, GA"	"13317"	17	1580	1075.9 (Unreliable)
	"< 1 year"	"1"	"Wilkinson County, GA"	"13319"	20	1710	1169.6
	"< 1 year"	"1"	"Worth County, GA"	"13321"	26	3454	752.8
	"< 1 year"	"1"	"Hawaii County, HI"	"15001"	186	25538	728.3
	"< 1 year"	"1"	"Honolulu County, HI"	"15003"	1068	150799	708.2
	"< 1 year"	"1"	"Kauai County, HI"	"15007"	51	9437	540.4
	"< 1 year"	"1"	"Maui County, HI"	"15009"	118	22974	513.6
	"< 1 year"	"1"	"Ada County, ID"	"16001"	378	62148	608.2
	"< 1 year"	"1"	"Bannock County, ID"	"16005"	108	16268	663.9
	"< 1 year"	"1"	"Benewah County, ID"	"16009"	13	1392	933.9 (Unreliable)
	"< 1 year"	"1"	"Bingham County, ID"	"16011"	54	9630	560.7
	"< 1 year"	"1"	"Blaine County, ID"	"16013"	25	3105	805.2
	"< 1 year"	"1"	"Bonner County, ID"	"16017"	34	4863	699.2
	"< 1 year"	"1"	"Bonneville County, ID"	"16019"	112	20304	551.6
	"< 1 year"	"1"	"Canyon County, ID"	"16027"	251	36598	685.8
	"< 1 year"	"1"	"Caribou County, ID"	"16029"	11	1283	857.4 (Unreliable)
	"< 1 year"	"1"	"Cassia County, ID"	"16031"	31	4784	648.0
	"< 1 year"	"1"	"Elmore County, ID"	"16039"	49	6365	769.8
	"< 1 year"	"1"	"Franklin County, ID"	"16041"	12	2762	434.5 (Unreliable)
	"< 1 year"	"1"	"Fremont County, ID"	"16043"	13	2660	488.7 (Unreliable)
	"< 1 year"	"1"	"Gem County, ID"	"16045"	10	2574	388.5 (Unreliable)
	"< 1 year"	"1"	"Gooding County, ID"	"16047"	21	3003	699.3
	"< 1 year"	"1"	"Idaho County, ID"	"16049"	10	1984	504.0 (Unreliable)
	"< 1 year"	"1"	"Jefferson County, ID"	"16051"	35	5305	659.8
	"< 1 year"	"1"	"Jerome County, ID"	"16053"	33	4390	751.7
	"< 1 year"	"1"	"Kootenai County, ID"	"16055"	100	19217	520.4
	"< 1 year"	"1"	"Latah County, ID"	"16057"	27	5026	537.2
	"< 1 year"	"1"	"Madison County, ID"	"16065"	49	9114	537.6
	"< 1 year"	"1"	"Minidoka County, ID"	"16067"	31	4066	762.4
	"< 1 year"	"1"	"Nez Perce County, ID"	"16069"	46	5218	881.6
	"< 1 year"	"1"	"Owyhee County, ID"	"16073"	21	2197	955.8
	"< 1 year"	"1"	"Payette County, ID"	"16075"	35	3975	880.5
	"< 1 year"	"1"	"Shoshone County, ID"	"16079"	18	1583	1137.1 (Unreliable)
	"< 1 year"	"1"	"Twin Falls County, ID"	"16083"	100	13323	750.6
	"< 1 year"	"1"	"Washington County, ID"	"16087"	11	1499	733.8 (Unreliable)
	"< 1 year"	"1"	"Adams County, IL"	"17001"	63	9834	640.6
	"< 1 year"	"1"	"Alexander County, IL"	"17003"	17	1664	1021.6 (Unreliable)
	"< 1 year"	"1"	"Bond County, IL"	"17005"	16	2313	691.7 (Unreliable)
	"< 1 year"	"1"	"Boone County, IL"	"17007"	40	8060	496.3
	"< 1 year"	"1"	"Bureau County, IL"	"17011"	27	4625	583.8
	"< 1 year"	"1"	"Carroll County, IL"	"17015"	16	1974	810.5 (Unreliable)
	"< 1 year"	"1"	"Cass County, IL"	"17017"	19	2218	856.6 (Unreliable)
	"< 1 year"	"1"	"Champaign County, IL"	"17019"	233	27468	848.3
	"< 1 year"	"1"	"Christian County, IL"	"17021"	39	5003	779.5
	"< 1 year"	"1"	"Clark County, IL"	"17023"	11	2202	499.5 (Unreliable)
	"< 1 year"	"1"	"Clay County, IL"	"17025"	12	2227	538.8 (Unreliable)
	"< 1 year"	"1"	"Clinton County, IL"	"17027"	27	4904	550.6
	"< 1 year"	"1"	"Coles County, IL"	"17029"	47	6867	684.4
	"< 1 year"	"1"	"Cook County, IL"	"17031"	8023	894198	897.2
	"< 1 year"	"1"	"Crawford County, IL"	"17033"	17	2446	695.0 (Unreliable)
	"< 1 year"	"1"	"Cumberland County, IL"	"17035"	18	1578	1140.7 (Unreliable)
	"< 1 year"	"1"	"DeKalb County, IL"	"17037"	102	14733	692.3
	"< 1 year"	"1"	"De Witt County, IL"	"17039"	22	2447	899.1
	"< 1 year"	"1"	"Douglas County, IL"	"17041"	20	3349	597.2
	"< 1 year"	"1"	"DuPage County, IL"	"17043"	928	141666	655.1
	"< 1 year"	"1"	"Edgar County, IL"	"17045"	22	2709	812.1
	"< 1 year"	"1"	"Edwards County, IL"	"17047"	16	937	1707.6 (Unreliable)
	"< 1 year"	"1"	"Effingham County, IL"	"17049"	44	5630	781.5
	"< 1 year"	"1"	"Fayette County, IL"	"17051"	17	2917	582.8 (Unreliable)
	"< 1 year"	"1"	"Ford County, IL"	"17053"	15	2050	731.7 (Unreliable)
	"< 1 year"	"1"	"Franklin County, IL"	"17055"	49	5662	865.4
	"< 1 year"	"1"	"Fulton County, IL"	"17057"	29	4838	599.4
	"< 1 year"	"1"	"Greene County, IL"	"17061"	13	2067	628.9 (Unreliable)
	"< 1 year"	"1"	"Grundy County, IL"	"17063"	50	7112	703.0
	"< 1 year"	"1"	"Hamilton County, IL"	"17065"	13	1187	1095.2 (Unreliable)
	"< 1 year"	"1"	"Hancock County, IL"	"17067"	13	2756	471.7 (Unreliable)
	"< 1 year"	"1"	"Henry County, IL"	"17073"	39	6972	559.4
	"< 1 year"	"1"	"Iroquois County, IL"	"17075"	26	4046	642.6
	"< 1 year"	"1"	"Jackson County, IL"	"17077"	64	8001	799.9
	"< 1 year"	"1"	"Jasper County, IL"	"17079"	11	1382	795.9 (Unreliable)
	"< 1 year"	"1"	"Jefferson County, IL"	"17081"	31	5953	520.7
	"< 1 year"	"1"	"Jersey County, IL"	"17083"	17	2982	570.1 (Unreliable)
	"< 1 year"	"1"	"Jo Daviess County, IL"	"17085"	17	2819	603.1 (Unreliable)
	"< 1 year"	"1"	"Johnson County, IL"	"17087"	13	1569	828.6 (Unreliable)
	"< 1 year"	"1"	"Kane County, IL"	"17089"	593	94505	627.5
	"< 1 year"	"1"	"Kankakee County, IL"	"17091"	163	18206	895.3
	"< 1 year"	"1"	"Kendall County, IL"	"17093"	95	16192	586.7
	"< 1 year"	"1"	"Knox County, IL"	"17095"	50	6827	732.4
	"< 1 year"	"1"	"Lake County, IL"	"17097"	625	115855	539.5
	"< 1 year"	"1"	"La Salle County, IL"	"17099"	111	16256	682.8
	"< 1 year"	"1"	"Lawrence County, IL"	"17101"	18	2150	837.2 (Unreliable)
	"< 1 year"	"1"	"Lee County, IL"	"17103"	25	4858	514.6
	"< 1 year"	"1"	"Livingston County, IL"	"17105"	48	5521	869.4
	"< 1 year"	"1"	"Logan County, IL"	"17107"	29	3859	751.5
	"< 1 year"	"1"	"McDonough County, IL"	"17109"	22	3440	639.5
	"< 1 year"	"1"	"McHenry County, IL"	"17111"	225	47790	470.8
	"< 1 year"	"1"	"McLean County, IL"	"17113"	191	24683	773.8
	"< 1 year"	"1"	"Macon County, IL"	"17115"	172	17149	1003.0
	"< 1 year"	"1"	"Macoupin County, IL"	"17117"	43	6751	636.9
	"< 1 year"	"1"	"Madison County, IL"	"17119"	283	38747	730.4
	"< 1 year"	"1"	"Marion County, IL"	"17121"	35	6471	540.9
	"< 1 year"	"1"	"Marshall County, IL"	"17123"	10	1613	620.0 (Unreliable)
	"< 1 year"	"1"	"Mason County, IL"	"17125"	15	1931	776.8 (Unreliable)
	"< 1 year"	"1"	"Massac County, IL"	"17127"	10	2212	452.1 (Unreliable)
	"< 1 year"	"1"	"Menard County, IL"	"17129"	10	1605	623.1 (Unreliable)
	"< 1 year"	"1"	"Monroe County, IL"	"17133"	21	4461	470.7
	"< 1 year"	"1"	"Montgomery County, IL"	"17135"	23	4067	565.5
	"< 1 year"	"1"	"Morgan County, IL"	"17137"	24	4699	510.7
	"< 1 year"	"1"	"Moultrie County, IL"	"17139"	18	2272	792.3 (Unreliable)
	"< 1 year"	"1"	"Ogle County, IL"	"17141"	44	7423	592.8
	"< 1 year"	"1"	"Peoria County, IL"	"17143"	292	30986	942.4
	"< 1 year"	"1"	"Perry County, IL"	"17145"	14	2910	481.1 (Unreliable)
	"< 1 year"	"1"	"Piatt County, IL"	"17147"	18	2111	852.7 (Unreliable)
	"< 1 year"	"1"	"Pulaski County, IL"	"17153"	15	1051	1427.2 (Unreliable)
	"< 1 year"	"1"	"Randolph County, IL"	"17157"	36	4408	816.7
	"< 1 year"	"1"	"Richland County, IL"	"17159"	14	2350	595.7 (Unreliable)
	"< 1 year"	"1"	"Rock Island County, IL"	"17161"	169	23569	717.0
	"< 1 year"	"1"	"St. Clair County, IL"	"17163"	388	43254	897.0
	"< 1 year"	"1"	"Saline County, IL"	"17165"	38	3680	1032.6
	"< 1 year"	"1"	"Sangamon County, IL"	"17167"	258	29529	873.7
	"< 1 year"	"1"	"Shelby County, IL"	"17173"	21	2913	720.9
	"< 1 year"	"1"	"Stephenson County, IL"	"17177"	54	6913	781.1
	"< 1 year"	"1"	"Tazewell County, IL"	"17179"	132	19336	682.7
	"< 1 year"	"1"	"Union County, IL"	"17181"	10	2524	396.2 (Unreliable)
	"< 1 year"	"1"	"Vermilion County, IL"	"17183"	116	13827	838.9
	"< 1 year"	"1"	"Warren County, IL"	"17187"	11	2398	458.7 (Unreliable)
	"< 1 year"	"1"	"Washington County, IL"	"17189"	17	1874	907.2 (Unreliable)
	"< 1 year"	"1"	"Wayne County, IL"	"17191"	20	2516	794.9
	"< 1 year"	"1"	"Whiteside County, IL"	"17195"	57	8603	662.6
	"< 1 year"	"1"	"Will County, IL"	"17197"	715	108365	659.8
	"< 1 year"	"1"	"Williamson County, IL"	"17199"	65	9401	691.4
	"< 1 year"	"1"	"Winnebago County, IL"	"17201"	386	47279	816.4
	"< 1 year"	"1"	"Woodford County, IL"	"17203"	35	5627	622.0
	"< 1 year"	"1"	"Adams County, IN"	"18001"	74	7316	1011.5
	"< 1 year"	"1"	"Allen County, IN"	"18003"	500	62749	796.8
	"< 1 year"	"1"	"Bartholomew County, IN"	"18005"	96	12490	768.6
	"< 1 year"	"1"	"Blackford County, IN"	"18009"	16	1918	834.2 (Unreliable)
	"< 1 year"	"1"	"Boone County, IN"	"18011"	51	8178	623.6
	"< 1 year"	"1"	"Carroll County, IN"	"18015"	12	2787	430.6 (Unreliable)
	"< 1 year"	"1"	"Cass County, IN"	"18017"	61	6601	924.1
	"< 1 year"	"1"	"Clark County, IN"	"18019"	96	16416	584.8
	"< 1 year"	"1"	"Clay County, IN"	"18021"	30	3979	754.0
	"< 1 year"	"1"	"Clinton County, IN"	"18023"	43	6143	700.0
	"< 1 year"	"1"	"Daviess County, IN"	"18027"	45	6043	744.7
	"< 1 year"	"1"	"Dearborn County, IN"	"18029"	56	6789	824.9
	"< 1 year"	"1"	"Decatur County, IN"	"18031"	30	4273	702.1
	"< 1 year"	"1"	"De Kalb County, IN"	"18033"	45	7048	638.5
	"< 1 year"	"1"	"Delaware County, IN"	"18035"	154	15944	965.9
	"< 1 year"	"1"	"Dubois County, IN"	"18037"	44	6302	698.2
	"< 1 year"	"1"	"Elkhart County, IN"	"18039"	288	38032	757.3
	"< 1 year"	"1"	"Fayette County, IN"	"18041"	26	3839	677.3
	"< 1 year"	"1"	"Floyd County, IN"	"18043"	50	10209	489.8
	"< 1 year"	"1"	"Fountain County, IN"	"18045"	20	2711	737.7
	"< 1 year"	"1"	"Franklin County, IN"	"18047"	18	3249	554.0 (Unreliable)
	"< 1 year"	"1"	"Fulton County, IN"	"18049"	30	3223	930.8
	"< 1 year"	"1"	"Gibson County, IN"	"18051"	25	5048	495.2
	"< 1 year"	"1"	"Grant County, IN"	"18053"	98	10244	956.7
	"< 1 year"	"1"	"Greene County, IN"	"18055"	43	4757	903.9
	"< 1 year"	"1"	"Hamilton County, IN"	"18057"	229	42634	537.1
	"< 1 year"	"1"	"Hancock County, IN"	"18059"	58	8958	647.5
	"< 1 year"	"1"	"Harrison County, IN"	"18061"	26	5509	472.0
	"< 1 year"	"1"	"Hendricks County, IN"	"18063"	101	20100	502.5
	"< 1 year"	"1"	"Henry County, IN"	"18065"	55	6377	862.5
	"< 1 year"	"1"	"Howard County, IN"	"18067"	84	13292	632.0
	"< 1 year"	"1"	"Huntington County, IN"	"18069"	20	5815	343.9
	"< 1 year"	"1"	"Jackson County, IN"	"18071"	48	6837	702.1
	"< 1 year"	"1"	"Jasper County, IN"	"18073"	28	5006	559.3
	"< 1 year"	"1"	"Jay County, IN"	"18075"	32	3658	874.8
	"< 1 year"	"1"	"Jefferson County, IN"	"18077"	30	4498	667.0
	"< 1 year"	"1"	"Jennings County, IN"	"18079"	34	4769	712.9
	"< 1 year"	"1"	"Johnson County, IN"	"18081"	132	20718	637.1
	"< 1 year"	"1"	"Knox County, IN"	"18083"	44	5436	809.4
	"< 1 year"	"1"	"Kosciusko County, IN"	"18085"	84	12948	648.7
	"< 1 year"	"1"	"Lagrange County, IN"	"18087"	62	9098	681.5
	"< 1 year"	"1"	"Lake County, IN"	"18089"	785	81454	963.7
	"< 1 year"	"1"	"La Porte County, IN"	"18091"	149	16570	899.2
	"< 1 year"	"1"	"Lawrence County, IN"	"18093"	56	6801	823.4
	"< 1 year"	"1"	"Madison County, IN"	"18095"	154	19751	779.7
	"< 1 year"	"1"	"Marion County, IN"	"18097"	1698	166536	1019.6
	"< 1 year"	"1"	"Marshall County, IN"	"18099"	40	7992	500.5
	"< 1 year"	"1"	"Martin County, IN"	"18101"	16	1665	961.0 (Unreliable)
	"< 1 year"	"1"	"Miami County, IN"	"18103"	37	5136	720.4
	"< 1 year"	"1"	"Monroe County, IN"	"18105"	97	15615	621.2
	"< 1 year"	"1"	"Montgomery County, IN"	"18107"	43	6169	697.0
	"< 1 year"	"1"	"Morgan County, IN"	"18109"	69	10655	647.6
	"< 1 year"	"1"	"Noble County, IN"	"18113"	62	8347	742.8
	"< 1 year"	"1"	"Orange County, IN"	"18117"	17	2895	587.2 (Unreliable)
	"< 1 year"	"1"	"Owen County, IN"	"18119"	22	3212	684.9
	"< 1 year"	"1"	"Parke County, IN"	"18121"	22	2524	871.6
	"< 1 year"	"1"	"Perry County, IN"	"18123"	21	2820	744.7
	"< 1 year"	"1"	"Pike County, IN"	"18125"	19	1977	961.1 (Unreliable)
	"< 1 year"	"1"	"Porter County, IN"	"18127"	145	22233	652.2
	"< 1 year"	"1"	"Posey County, IN"	"18129"	25	3560	702.2
	"< 1 year"	"1"	"Pulaski County, IN"	"18131"	14	1975	708.9 (Unreliable)
	"< 1 year"	"1"	"Putnam County, IN"	"18133"	30	4885	614.1
	"< 1 year"	"1"	"Randolph County, IN"	"18135"	28	4016	697.2
	"< 1 year"	"1"	"Ripley County, IN"	"18137"	24	4543	528.3
	"< 1 year"	"1"	"Rush County, IN"	"18139"	15	2682	559.3 (Unreliable)
	"< 1 year"	"1"	"St. Joseph County, IN"	"18141"	392	43561	899.9
	"< 1 year"	"1"	"Scott County, IN"	"18143"	23	3855	596.6
	"< 1 year"	"1"	"Shelby County, IN"	"18145"	51	6742	756.5
	"< 1 year"	"1"	"Spencer County, IN"	"18147"	24	2936	817.4
	"< 1 year"	"1"	"Starke County, IN"	"18149"	27	3530	764.9
	"< 1 year"	"1"	"Steuben County, IN"	"18151"	30	4808	624.0
	"< 1 year"	"1"	"Sullivan County, IN"	"18153"	25	2919	856.5
	"< 1 year"	"1"	"Switzerland County, IN"	"18155"	14	1734	807.4 (Unreliable)
	"< 1 year"	"1"	"Tippecanoe County, IN"	"18157"	188	25254	744.4
	"< 1 year"	"1"	"Tipton County, IN"	"18159"	17	1890	899.5 (Unreliable)
	"< 1 year"	"1"	"Vanderburgh County, IN"	"18163"	226	28017	806.7
	"< 1 year"	"1"	"Vermillion County, IN"	"18165"	16	2269	705.2 (Unreliable)
	"< 1 year"	"1"	"Vigo County, IN"	"18167"	114	15001	759.9
	"< 1 year"	"1"	"Wabash County, IN"	"18169"	37	4613	802.1
	"< 1 year"	"1"	"Warrick County, IN"	"18173"	42	8138	516.1
	"< 1 year"	"1"	"Washington County, IN"	"18175"	19	4159	456.8 (Unreliable)
	"< 1 year"	"1"	"Wayne County, IN"	"18177"	92	10669	862.3
	"< 1 year"	"1"	"Wells County, IN"	"18179"	16	4070	393.1 (Unreliable)
	"< 1 year"	"1"	"White County, IN"	"18181"	28	3943	710.1
	"< 1 year"	"1"	"Whitley County, IN"	"18183"	29	5093	569.4
	"< 1 year"	"1"	"Allamakee County, IA"	"19005"	15	2231	672.3 (Unreliable)
	"< 1 year"	"1"	"Benton County, IA"	"19011"	13	3782	343.7 (Unreliable)
	"< 1 year"	"1"	"Black Hawk County, IA"	"19013"	107	19645	544.7
	"< 1 year"	"1"	"Boone County, IA"	"19015"	20	3612	553.7
	"< 1 year"	"1"	"Bremer County, IA"	"19017"	14	3027	462.5 (Unreliable)
	"< 1 year"	"1"	"Buchanan County, IA"	"19019"	20	3825	522.9
	"< 1 year"	"1"	"Buena Vista County, IA"	"19021"	16	3166	505.4 (Unreliable)
	"< 1 year"	"1"	"Butler County, IA"	"19023"	11	2126	517.4 (Unreliable)
	"< 1 year"	"1"	"Carroll County, IA"	"19027"	12	3198	375.2 (Unreliable)
	"< 1 year"	"1"	"Cerro Gordo County, IA"	"19033"	34	5863	579.9
	"< 1 year"	"1"	"Clay County, IA"	"19041"	11	2359	466.3 (Unreliable)
	"< 1 year"	"1"	"Clayton County, IA"	"19043"	11	2587	425.2 (Unreliable)
	"< 1 year"	"1"	"Clinton County, IA"	"19045"	59	7394	797.9
