"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Golden Valley County, ND"	"38033"	198	21133	936.9
	"Grand Forks County, ND"	"38035"	5243	796422	658.3
	"Grant County, ND"	"38037"	469	31314	1497.7
	"Griggs County, ND"	"38039"	501	30564	1639.2
	"Hettinger County, ND"	"38041"	422	31116	1356.2
	"Kidder County, ND"	"38043"	387	30693	1260.9
	"LaMoure County, ND"	"38045"	664	53422	1242.9
	"Logan County, ND"	"38047"	360	25441	1415.0
	"McHenry County, ND"	"38049"	767	67671	1133.4
	"McIntosh County, ND"	"38051"	753	37678	1998.5
	"McKenzie County, ND"	"38053"	693	69758	993.4
	"McLean County, ND"	"38055"	1449	108308	1337.9
	"Mercer County, ND"	"38057"	915	101589	900.7
	"Morton County, ND"	"38059"	2828	310453	910.9
	"Mountrail County, ND"	"38061"	1022	82985	1231.5
	"Nelson County, ND"	"38063"	791	40579	1949.3
	"Oliver County, ND"	"38065"	144	23139	622.3
	"Pembina County, ND"	"38067"	1087	95666	1136.2
	"Pierce County, ND"	"38069"	797	53762	1482.5
	"Ramsey County, ND"	"38071"	1774	139057	1275.7
	"Ransom County, ND"	"38073"	1025	68965	1486.3
	"Renville County, ND"	"38075"	379	30151	1257.0
	"Richland County, ND"	"38077"	1776	206028	862.0
	"Rolette County, ND"	"38079"	1481	164435	900.7
	"Sargent County, ND"	"38081"	456	49453	922.1
	"Sheridan County, ND"	"38083"	186	18089	1028.2
	"Sioux County, ND"	"38085"	422	48983	861.5
	"Slope County, ND"	"38087"	51	8906	572.6
	"Stark County, ND"	"38089"	2522	275375	915.8
	"Steele County, ND"	"38091"	216	25036	862.8
	"Stutsman County, ND"	"38093"	2793	255658	1092.5
	"Towner County, ND"	"38095"	441	30401	1450.6
	"Traill County, ND"	"38097"	1212	99600	1216.9
	"Walsh County, ND"	"38099"	1746	140603	1241.8
	"Ward County, ND"	"38101"	5872	703980	834.1
	"Wells County, ND"	"38103"	880	55206	1594.0
	"Williams County, ND"	"38105"	2452	244250	1003.9
	"Adams County, OH"	"39001"	3648	337941	1079.5
	"Allen County, OH"	"39003"	12783	1287866	992.6
	"Ashland County, OH"	"39005"	6028	635594	948.4
	"Ashtabula County, OH"	"39007"	13219	1227907	1076.5
	"Athens County, OH"	"39009"	5634	763869	737.6
	"Auglaize County, OH"	"39011"	5612	553447	1014.0
	"Belmont County, OH"	"39013"	11002	843764	1303.9
	"Brown County, OH"	"39015"	5040	525064	959.9
	"Butler County, OH"	"39017"	33198	4196985	791.0
	"Carroll County, OH"	"39019"	3144	348449	902.3
	"Champaign County, OH"	"39021"	4577	475208	963.2
	"Clark County, OH"	"39023"	19508	1698450	1148.6
	"Clermont County, OH"	"39025"	16412	2253888	728.2
	"Clinton County, OH"	"39027"	4594	499237	920.2
	"Columbiana County, OH"	"39029"	14343	1321188	1085.6
	"Coshocton County, OH"	"39031"	4603	444632	1035.2
	"Crawford County, OH"	"39033"	5984	545703	1096.6
	"Cuyahoga County, OH"	"39035"	173450	16056037	1080.3
	"Darke County, OH"	"39037"	6634	637147	1041.2
	"Defiance County, OH"	"39039"	4174	470968	886.3
	"Delaware County, OH"	"39041"	8713	1714170	508.3
	"Erie County, OH"	"39043"	10125	939754	1077.4
	"Fairfield County, OH"	"39045"	12790	1626930	786.1
	"Fayette County, OH"	"39047"	3975	343702	1156.5
	"Franklin County, OH"	"39049"	100326	13305285	754.0
	"Fulton County, OH"	"39051"	4447	510401	871.3
	"Gallia County, OH"	"39053"	3985	372134	1070.9
	"Geauga County, OH"	"39055"	8262	1112252	742.8
	"Greene County, OH"	"39057"	14351	1860942	771.2
	"Guernsey County, OH"	"39059"	5199	488059	1065.2
	"Hamilton County, OH"	"39061"	96587	9831833	982.4
	"Hancock County, OH"	"39063"	7575	880544	860.3
	"Hardin County, OH"	"39065"	3731	383813	972.1
	"Harrison County, OH"	"39067"	2463	190548	1292.6
	"Henry County, OH"	"39069"	3148	346474	908.6
	"Highland County, OH"	"39071"	5380	511014	1052.8
	"Hocking County, OH"	"39073"	3416	347109	984.1
	"Holmes County, OH"	"39075"	3307	491985	672.2
	"Huron County, OH"	"39077"	6448	718064	898.0
	"Jackson County, OH"	"39079"	4448	395725	1124.0
	"Jefferson County, OH"	"39081"	11839	859347	1377.7
	"Knox County, OH"	"39083"	6687	695205	961.9
	"Lake County, OH"	"39085"	25936	2740251	946.5
	"Lawrence County, OH"	"39087"	8689	748799	1160.4
	"Licking County, OH"	"39089"	15880	1871600	848.5
	"Logan County, OH"	"39091"	5522	552676	999.1
	"Lorain County, OH"	"39093"	30993	3516895	881.3
	"Lucas County, OH"	"39095"	52619	5394499	975.4
	"Madison County, OH"	"39097"	4279	498808	857.8
	"Mahoning County, OH"	"39099"	36826	2984195	1234.0
	"Marion County, OH"	"39101"	7953	796965	997.9
	"Medina County, OH"	"39103"	13701	1950846	702.3
	"Meigs County, OH"	"39105"	3193	281512	1134.2
	"Mercer County, OH"	"39107"	4535	491050	923.5
	"Miami County, OH"	"39109"	11023	1210413	910.7
	"Monroe County, OH"	"39111"	2116	179439	1179.2
	"Montgomery County, OH"	"39113"	66299	6570544	1009.0
	"Morgan County, OH"	"39115"	1903	180539	1054.1
	"Morrow County, OH"	"39117"	3243	404148	802.4
	"Muskingum County, OH"	"39119"	10525	1025401	1026.4
	"Noble County, OH"	"39121"	1437	171815	836.4
	"Ottawa County, OH"	"39123"	5413	496379	1090.5
	"Paulding County, OH"	"39125"	2172	238788	909.6
	"Perry County, OH"	"39127"	3860	421573	915.6
	"Pickaway County, OH"	"39129"	5504	642051	857.3
	"Pike County, OH"	"39131"	3748	339465	1104.1
	"Portage County, OH"	"39133"	14221	1881639	755.8
	"Preble County, OH"	"39135"	4766	510171	934.2
	"Putnam County, OH"	"39137"	3511	416275	843.4
	"Richland County, OH"	"39139"	15086	1528963	986.7
	"Ross County, OH"	"39141"	8864	908688	975.5
	"Sandusky County, OH"	"39143"	7564	739337	1023.1
	"Scioto County, OH"	"39145"	11364	945196	1202.3
	"Seneca County, OH"	"39147"	6731	693169	971.0
	"Shelby County, OH"	"39149"	4785	586394	816.0
	"Stark County, OH"	"39151"	46596	4521908	1030.4
	"Summit County, OH"	"39153"	64293	6525252	985.3
	"Trumbull County, OH"	"39155"	29024	2620304	1107.7
	"Tuscarawas County, OH"	"39157"	11094	1103700	1005.2
	"Union County, OH"	"39159"	3570	558324	639.4
	"Van Wert County, OH"	"39161"	3615	351307	1029.0
	"Vinton County, OH"	"39163"	1513	158964	951.8
	"Warren County, OH"	"39165"	14724	2258346	652.0
	"Washington County, OH"	"39167"	8156	750871	1086.2
	"Wayne County, OH"	"39169"	11695	1359715	860.1
	"Williams County, OH"	"39171"	4454	463324	961.3
	"Wood County, OH"	"39173"	11284	1484285	760.2
	"Wyandot County, OH"	"39175"	2789	273301	1020.5
	"Adair County, OK"	"40001"	2736	261301	1047.1
	"Alfalfa County, OK"	"40003"	850	69477	1223.4
	"Atoka County, OK"	"40005"	1756	168128	1044.4
	"Beaver County, OK"	"40007"	708	67714	1045.6
	"Beckham County, OK"	"40009"	3064	246429	1243.4
	"Blaine County, OK"	"40011"	1777	142917	1243.4
	"Bryan County, OK"	"40013"	5325	465569	1143.8
	"Caddo County, OK"	"40015"	4261	352528	1208.7
	"Canadian County, OK"	"40017"	8409	1192543	705.1
	"Carter County, OK"	"40019"	7210	555451	1298.0
	"Cherokee County, OK"	"40021"	5057	535216	944.9
	"Choctaw County, OK"	"40023"	2658	182782	1454.2
	"Cimarron County, OK"	"40025"	450	32860	1369.4
	"Cleveland County, OK"	"40027"	17327	2755427	628.8
	"Coal County, OK"	"40029"	1034	70585	1464.9
	"Comanche County, OK"	"40031"	10849	1398583	775.7
	"Cotton County, OK"	"40033"	993	76095	1304.9
	"Craig County, OK"	"40035"	2323	178412	1302.0
	"Creek County, OK"	"40037"	8906	818393	1088.2
	"Custer County, OK"	"40039"	3369	314664	1070.7
	"Delaware County, OK"	"40041"	5553	471110	1178.7
	"Dewey County, OK"	"40043"	965	56295	1714.2
	"Ellis County, OK"	"40045"	690	48295	1428.7
	"Garfield County, OK"	"40047"	8183	697875	1172.6
	"Garvin County, OK"	"40049"	4536	326732	1388.3
	"Grady County, OK"	"40051"	5783	585719	987.3
	"Grant County, OK"	"40053"	814	57727	1410.1
	"Greer County, OK"	"40055"	1018	73093	1392.7
	"Harmon County, OK"	"40057"	631	35992	1753.2
	"Harper County, OK"	"40059"	648	42445	1526.7
	"Haskell County, OK"	"40061"	1919	146302	1311.7
	"Hughes County, OK"	"40063"	2346	165028	1421.6
	"Jackson County, OK"	"40065"	3232	326241	990.7
	"Jefferson County, OK"	"40067"	1253	78639	1593.4
	"Johnston County, OK"	"40069"	1661	127493	1302.8
	"Kay County, OK"	"40071"	7129	564846	1262.1
	"Kingfisher County, OK"	"40073"	1856	172311	1077.1
	"Kiowa County, OK"	"40075"	1964	118045	1663.8
	"Latimer County, OK"	"40077"	1496	130035	1150.5
	"Le Flore County, OK"	"40079"	6857	587208	1167.7
	"Lincoln County, OK"	"40081"	4199	396305	1059.5
	"Logan County, OK"	"40083"	3801	444076	855.9
	"Love County, OK"	"40085"	1279	108854	1175.0
	"McClain County, OK"	"40087"	3313	365026	907.6
	"McCurtain County, OK"	"40089"	4946	402215	1229.7
	"McIntosh County, OK"	"40091"	3430	236599	1449.7
	"Major County, OK"	"40093"	1172	89914	1303.5
	"Marshall County, OK"	"40095"	2166	173236	1250.3
	"Mayes County, OK"	"40097"	5128	475885	1077.6
	"Murray County, OK"	"40099"	2191	154743	1415.9
	"Muskogee County, OK"	"40101"	10081	838484	1202.3
	"Noble County, OK"	"40103"	1464	137778	1062.6
	"Nowata County, OK"	"40105"	1519	127704	1189.5
	"Okfuskee County, OK"	"40107"	1891	143124	1321.2
	"Oklahoma County, OK"	"40109"	76628	8206769	933.7
	"Okmulgee County, OK"	"40111"	5785	475852	1215.7
	"Osage County, OK"	"40113"	4941	553194	893.2
	"Ottawa County, OK"	"40115"	5236	390431	1341.1
	"Pawnee County, OK"	"40117"	2357	199144	1183.6
	"Payne County, OK"	"40119"	6380	872107	731.6
	"Pittsburg County, OK"	"40121"	6808	534660	1273.3
	"Pontotoc County, OK"	"40123"	5123	428487	1195.6
	"Pottawatomie County, OK"	"40125"	8713	808200	1078.1
	"Pushmataha County, OK"	"40127"	1977	138277	1429.7
	"Roger Mills County, OK"	"40129"	474	41058	1154.5
	"Rogers County, OK"	"40131"	7720	949615	813.0
	"Seminole County, OK"	"40133"	4006	299453	1337.8
	"Sequoyah County, OK"	"40135"	5131	486694	1054.3
	"Stephens County, OK"	"40137"	6913	523418	1320.7
	"Texas County, OK"	"40139"	1691	237160	713.0
	"Tillman County, OK"	"40141"	1443	103428	1395.2
	"Tulsa County, OK"	"40143"	63667	6909840	921.4
	"Wagoner County, OK"	"40145"	5394	773292	697.5
	"Washington County, OK"	"40147"	6931	594449	1166.0
	"Washita County, OK"	"40149"	1702	137140	1241.1
	"Woods County, OK"	"40151"	1441	105338	1368.0
	"Woodward County, OK"	"40153"	2313	230587	1003.1
	"Baker County, OR"	"41001"	2484	195947	1267.7
	"Benton County, OR"	"41003"	5948	977309	608.6
	"Clackamas County, OR"	"41005"	33344	4285271	778.1
	"Clatsop County, OR"	"41007"	4571	434441	1052.2
	"Columbia County, OR"	"41009"	4752	560039	848.5
	"Coos County, OR"	"41011"	10206	756505	1349.1
	"Crook County, OR"	"41013"	2372	246625	961.8
	"Curry County, OR"	"41015"	4148	264427	1568.7
	"Deschutes County, OR"	"41017"	12511	1649170	758.6
	"Douglas County, OR"	"41019"	14780	1250956	1181.5
	"Gilliam County, OR"	"41021"	271	22427	1208.4
	"Grant County, OR"	"41023"	1055	89891	1173.6
	"Harney County, OR"	"41025"	915	88807	1030.3
	"Hood River County, OR"	"41027"	2081	252526	824.1
	"Jackson County, OR"	"41029"	23663	2310475	1024.2
	"Jefferson County, OR"	"41031"	2126	246622	862.0
	"Josephine County, OR"	"41033"	12582	955031	1317.4
	"Klamath County, OR"	"41035"	8390	783069	1071.4
	"Lake County, OR"	"41037"	1072	92058	1164.5
	"Lane County, OR"	"41039"	35732	4031612	886.3
	"Lincoln County, OR"	"41041"	6567	541448	1212.9
	"Linn County, OR"	"41043"	12860	1306938	984.0
	"Malheur County, OR"	"41045"	3368	376644	894.2
	"Marion County, OR"	"41047"	30187	3588256	841.3
	"Morrow County, OR"	"41049"	912	133390	683.7
	"Multnomah County, OR"	"41051"	66886	8248915	810.8
	"Polk County, OR"	"41053"	6764	820531	824.3
	"Sherman County, OR"	"41055"	214	21209	1009.0
	"Tillamook County, OR"	"41057"	3405	297654	1143.9
	"Umatilla County, OR"	"41059"	7359	877104	839.0
	"Union County, OR"	"41061"	2949	298558	987.7
	"Wallowa County, OR"	"41063"	917	84001	1091.7
	"Wasco County, OR"	"41065"	3438	290015	1185.5
	"Washington County, OR"	"41067"	32979	5836723	565.0
	"Wheeler County, OR"	"41069"	230	17635	1304.2
	"Yamhill County, OR"	"41071"	8805	1096235	803.2
	"Adams County, PA"	"42001"	10568	1163705	908.1
	"Allegheny County, PA"	"42003"	175100	14962741	1170.2
	"Armstrong County, PA"	"42005"	10204	849865	1200.7
	"Beaver County, PA"	"42007"	25328	2108229	1201.4
	"Bedford County, PA"	"42009"	5960	598152	996.4
	"Berks County, PA"	"42011"	42920	4712172	910.8
	"Blair County, PA"	"42013"	19051	1531692	1243.8
	"Bradford County, PA"	"42015"	7868	749984	1049.1
	"Bucks County, PA"	"42017"	61465	7355935	835.6
	"Butler County, PA"	"42019"	21145	2149068	983.9
	"Cambria County, PA"	"42021"	22673	1774826	1277.5
	"Cameron County, PA"	"42023"	856	66310	1290.9
	"Carbon County, PA"	"42025"	9153	743713	1230.7
	"Centre County, PA"	"42027"	10626	1739140	611.0
	"Chester County, PA"	"42029"	40323	5590884	721.2
	"Clarion County, PA"	"42031"	5122	490093	1045.1
	"Clearfield County, PA"	"42033"	11102	989534	1121.9
	"Clinton County, PA"	"42035"	4866	461398	1054.6
	"Columbia County, PA"	"42037"	8160	786462	1037.6
	"Crawford County, PA"	"42039"	11587	1075503	1077.4
	"Cumberland County, PA"	"42041"	24856	2679524	927.6
	"Dauphin County, PA"	"42043"	29064	3103411	936.5
	"Delaware County, PA"	"42045"	67379	6643467	1014.2
	"Elk County, PA"	"42047"	4423	403428	1096.4
	"Erie County, PA"	"42049"	32544	3354443	970.2
	"Fayette County, PA"	"42051"	21755	1712267	1270.5
	"Forest County, PA"	"42053"	947	77815	1217.0
	"Franklin County, PA"	"42055"	15754	1661615	948.1
	"Fulton County, PA"	"42057"	1585	174644	907.6
	"Greene County, PA"	"42059"	5287	475943	1110.8
	"Huntingdon County, PA"	"42061"	5206	548958	948.3
	"Indiana County, PA"	"42063"	10588	1068626	990.8
	"Jefferson County, PA"	"42065"	6604	545584	1210.4
	"Juniata County, PA"	"42067"	2697	284596	947.7
	"Lackawanna County, PA"	"42069"	33544	2556630	1312.0
	"Lancaster County, PA"	"42071"	52484	5919496	886.6
	"Lawrence County, PA"	"42073"	13763	1115775	1233.5
	"Lebanon County, PA"	"42075"	15816	1513503	1045.0
	"Lehigh County, PA"	"42077"	37520	3952851	949.2
	"Luzerne County, PA"	"42079"	51022	3815504	1337.2
	"Lycoming County, PA"	"42081"	14990	1412895	1060.9
	"Mc Kean County, PA"	"42083"	6391	536015	1192.3
	"Mercer County, PA"	"42085"	17202	1424077	1207.9
	"Mifflin County, PA"	"42087"	6219	558082	1114.4
	"Monroe County, PA"	"42089"	14478	1880829	769.8
	"Montgomery County, PA"	"42091"	84704	9300095	910.8
	"Montour County, PA"	"42093"	2728	218254	1249.9
	"Northampton County, PA"	"42095"	31422	3390762	926.7
	"Northumberland County, PA"	"42097"	14148	1129389	1252.7
	"Perry County, PA"	"42099"	4724	536254	880.9
	"Philadelphia County, PA"	"42101"	192671	18041557	1067.9
	"Pike County, PA"	"42103"	4712	630159	747.7
	"Potter County, PA"	"42105"	2400	214383	1119.5
	"Schuylkill County, PA"	"42107"	24089	1782588	1351.3
	"Snyder County, PA"	"42109"	3885	463436	838.3
	"Somerset County, PA"	"42111"	11145	948676	1174.8
	"Sullivan County, PA"	"42113"	1233	78250	1575.7
	"Susquehanna County, PA"	"42115"	5523	514923	1072.6
	"Tioga County, PA"	"42117"	5094	499066	1020.7
	"Union County, PA"	"42119"	4336	521535	831.4
	"Venango County, PA"	"42121"	7800	674755	1156.0
	"Warren County, PA"	"42123"	5860	511888	1144.8
	"Washington County, PA"	"42125"	29284	2460448	1190.2
	"Wayne County, PA"	"42127"	6957	601387	1156.8
	"Westmoreland County, PA"	"42129"	52166	4409045	1183.2
	"Wyoming County, PA"	"42131"	3256	338226	962.7
	"York County, PA"	"42133"	41138	4882038	842.6
	"Bristol County, RI"	"44001"	6190	611972	1011.5
	"Kent County, RI"	"44003"	20512	2018353	1016.3
	"Newport County, RI"	"44005"	9080	1013397	896.0
	"Providence County, RI"	"44007"	70108	7548624	928.8
	"Washington County, RI"	"44009"	12052	1514976	795.5
	"Abbeville County, SC"	"45001"	3068	311561	984.7
	"Aiken County, SC"	"45003"	17157	1801409	952.4
	"Allendale County, SC"	"45005"	1470	131335	1119.3
	"Anderson County, SC"	"45007"	21886	2108117	1038.2
	"Bamberg County, SC"	"45009"	2163	196215	1102.4
	"Barnwell County, SC"	"45011"	2903	276324	1050.6
	"Beaufort County, SC"	"45013"	12760	1679572	759.7
	"Berkeley County, SC"	"45015"	11894	1878254	633.2
	"Calhoun County, SC"	"45017"	1939	182579	1062.0
	"Charleston County, SC"	"45019"	33314	3941474	845.2
	"Cherokee County, SC"	"45021"	6790	645876	1051.3
	"Chester County, SC"	"45023"	4188	403315	1038.4
	"Chesterfield County, SC"	"45025"	5382	535936	1004.2
	"Clarendon County, SC"	"45027"	4123	404636	1018.9
	"Colleton County, SC"	"45029"	5124	463043	1106.6
	"Darlington County, SC"	"45031"	8841	818327	1080.4
	"Dillon County, SC"	"45033"	4022	375242	1071.8
	"Dorchester County, SC"	"45035"	9221	1362988	676.5
	"Edgefield County, SC"	"45037"	2585	309245	835.9
	"Fairfield County, SC"	"45039"	3352	286701	1169.2
	"Florence County, SC"	"45041"	16088	1568884	1025.4
	"Georgetown County, SC"	"45043"	7128	703668	1013.0
	"Greenville County, SC"	"45045"	41067	4910162	836.4
	"Greenwood County, SC"	"45047"	8244	812448	1014.7
	"Hampton County, SC"	"45049"	2555	254397	1004.3
	"Horry County, SC"	"45051"	25780	2747926	938.2
	"Jasper County, SC"	"45053"	2208	265796	830.7
	"Kershaw County, SC"	"45055"	6399	678753	942.8
	"Lancaster County, SC"	"45057"	7414	804425	921.7
	"Laurens County, SC"	"45059"	8820	815646	1081.4
	"Lee County, SC"	"45061"	2611	238555	1094.5
	"Lexington County, SC"	"45063"	22175	2826813	784.5
	"McCormick County, SC"	"45065"	1438	121279	1185.7
	"Marion County, SC"	"45067"	4671	412296	1132.9
	"Marlboro County, SC"	"45069"	3915	345304	1133.8
	"Newberry County, SC"	"45071"	4833	439257	1100.3
	"Oconee County, SC"	"45073"	8453	841276	1004.8
	"Orangeburg County, SC"	"45075"	11886	1104312	1076.3
	"Pickens County, SC"	"45077"	11344	1373738	825.8
	"Richland County, SC"	"45079"	31121	4190213	742.7
	"Saluda County, SC"	"45081"	2383	231476	1029.5
	"Spartanburg County, SC"	"45083"	31246	3197573	977.2
	"Sumter County, SC"	"45085"	11388	1269665	896.9
	"Union County, SC"	"45087"	4400	352937	1246.7
	"Williamsburg County, SC"	"45089"	4742	429031	1105.3
	"York County, SC"	"45091"	17505	2289062	764.7
	"Aurora County, SD"	"46003"	422	34114	1237.0
	"Beadle County, SD"	"46005"	2347	201151	1166.8
	"Bennett County, SD"	"46007"	375	41924	894.5
	"Bon Homme County, SD"	"46009"	982	85260	1151.8
	"Brookings County, SD"	"46011"	2216	357879	619.2
	"Brown County, SD"	"46013"	4263	427607	996.9
	"Brule County, SD"	"46015"	644	61739	1043.1
	"Buffalo County, SD"	"46017"	227	23605	961.7
	"Butte County, SD"	"46019"	1158	113607	1019.3
	"Campbell County, SD"	"46021"	172	19416	885.9
	"Charles Mix County, SD"	"46023"	1254	109663	1143.5
	"Clark County, SD"	"46025"	580	46676	1242.6
	"Clay County, SD"	"46027"	1090	163897	665.1
	"Codington County, SD"	"46029"	2793	317893	878.6
	"Corson County, SD"	"46031"	479	49627	965.2
	"Custer County, SD"	"46033"	909	92867	978.8
	"Davison County, SD"	"46035"	2279	229282	994.0
	"Day County, SD"	"46037"	1049	70950	1478.5
	"Deuel County, SD"	"46039"	614	52948	1159.6
	"Dewey County, SD"	"46041"	661	67602	977.8
	"Douglas County, SD"	"46043"	512	38816	1319.0
	"Edmunds County, SD"	"46045"	634	49926	1269.9
	"Fall River County, SD"	"46047"	1316	86489	1521.6
	"Faulk County, SD"	"46049"	352	29607	1188.9
	"Grant County, SD"	"46051"	1093	90800	1203.7
	"Gregory County, SD"	"46053"	854	53509	1596.0
	"Haakon County, SD"	"46055"	307	24748	1240.5
	"Hamlin County, SD"	"46057"	853	67699	1260.0
	"Hand County, SD"	"46059"	510	42157	1209.8
	"Hanson County, SD"	"46061"	247	40045	616.8
	"Harding County, SD"	"46063"	109	15575	699.8
	"Hughes County, SD"	"46065"	1726	199550	864.9
	"Hutchinson County, SD"	"46067"	1434	91860	1561.1
	"Hyde County, SD"	"46069"	274	18572	1475.3
	"Jackson County, SD"	"46071"	349	35349	987.3
	"Jerauld County, SD"	"46073"	345	25578	1348.8
	"Jones County, SD"	"46075"	98	12862	761.9
	"Kingsbury County, SD"	"46077"	1035	64682	1600.1
	"Lake County, SD"	"46079"	1270	131635	964.8
	"Lawrence County, SD"	"46081"	2373	273028	869.1
	"Lincoln County, SD"	"46083"	2230	404176	551.7
	"Lyman County, SD"	"46085"	368	45596	807.1
	"McCook County, SD"	"46087"	858	68781	1247.4
	"McPherson County, SD"	"46089"	455	31952	1424.0
	"Marshall County, SD"	"46091"	666	54802	1215.3
	"Meade County, SD"	"46093"	2274	297749	763.7
	"Mellette County, SD"	"46095"	278	24515	1134.0
	"Miner County, SD"	"46097"	438	30940	1415.6
	"Minnehaha County, SD"	"46099"	13764	1892392	727.3
	"Moody County, SD"	"46101"	714	78379	911.0
	"Pennington County, SD"	"46103"	8263	1123228	735.6
	"Perkins County, SD"	"46105"	519	37275	1392.4
	"Potter County, SD"	"46107"	479	29740	1610.6
	"Roberts County, SD"	"46109"	1380	120001	1150.0
	"Sanborn County, SD"	"46111"	308	29927	1029.2
	"Shannon County, SD"	"46113"	1443	156463	922.3
	"Spink County, SD"	"46115"	970	82500	1175.8
	"Stanley County, SD"	"46117"	210	33902	619.4
	"Sully County, SD"	"46119"	125	17354	720.3
	"Todd County, SD"	"46121"	915	112410	814.0
	"Tripp County, SD"	"46123"	920	72548	1268.1
	"Turner County, SD"	"46125"	1278	102343	1248.7
	"Union County, SD"	"46127"	1268	158853	798.2
	"Walworth County, SD"	"46129"	984	67103	1466.4
	"Yankton County, SD"	"46135"	2379	262906	904.9
	"Ziebach County, SD"	"46137"	171	31864	536.7
	"Anderson County, TN"	"47001"	9981	872249	1144.3
	"Bedford County, TN"	"47003"	4766	494518	963.8
	"Benton County, TN"	"47005"	2778	198133	1402.1
	"Bledsoe County, TN"	"47007"	1383	151965	910.1
	"Blount County, TN"	"47009"	13781	1372982	1003.7
	"Bradley County, TN"	"47011"	10036	1114816	900.2
	"Campbell County, TN"	"47013"	5797	482852	1200.6
	"Cannon County, TN"	"47015"	1688	158728	1063.5
	"Carroll County, TN"	"47017"	5070	347681	1458.2
	"Carter County, TN"	"47019"	7744	687809	1125.9
	"Cheatham County, TN"	"47021"	3482	450246	773.4
	"Chester County, TN"	"47023"	1831	194903	939.4
	"Claiborne County, TN"	"47025"	4273	371734	1149.5
	"Clay County, TN"	"47027"	1183	94955	1245.9
	"Cocke County, TN"	"47029"	4963	415050	1195.8
	"Coffee County, TN"	"47031"	6690	605438	1105.0
	"Crockett County, TN"	"47033"	2182	173858	1255.0
	"Cumberland County, TN"	"47035"	7002	616392	1136.0
	"Davidson County, TN"	"47037"	60421	7098473	851.2
	"Decatur County, TN"	"47039"	1995	140222	1422.7
	"DeKalb County, TN"	"47041"	2529	216779	1166.6
	"Dickson County, TN"	"47043"	5177	555151	932.5
	"Dyer County, TN"	"47045"	5090	452297	1125.4
	"Fayette County, TN"	"47047"	3740	403964	925.8
	"Fentress County, TN"	"47049"	2598	206675	1257.0
	"Franklin County, TN"	"47051"	5126	484028	1059.0
	"Gibson County, TN"	"47053"	8253	580722	1421.2
	"Giles County, TN"	"47055"	4103	353868	1159.5
	"Grainger County, TN"	"47057"	2750	259406	1060.1
	"Greene County, TN"	"47059"	9086	790201	1149.8
	"Grundy County, TN"	"47061"	2166	168862	1282.7
	"Hamblen County, TN"	"47063"	7670	719753	1065.6
	"Hamilton County, TN"	"47065"	38170	3827298	997.3
	"Hancock County, TN"	"47067"	1047	81299	1287.8
	"Hardeman County, TN"	"47069"	3433	334037	1027.7
	"Hardin County, TN"	"47071"	3911	309423	1264.0
	"Hawkins County, TN"	"47073"	6929	662987	1045.1
	"Haywood County, TN"	"47075"	2571	232372	1106.4
	"Henderson County, TN"	"47077"	3697	318875	1159.4
	"Henry County, TN"	"47079"	5315	378734	1403.4
	"Hickman County, TN"	"47081"	2785	283556	982.2
	"Houston County, TN"	"47083"	1247	97893	1273.8
	"Humphreys County, TN"	"47085"	2518	217808	1156.1
	"Jackson County, TN"	"47087"	1724	135788	1269.6
	"Jefferson County, TN"	"47089"	5776	573280	1007.5
	"Johnson County, TN"	"47091"	2443	215429	1134.0
	"Knox County, TN"	"47093"	44315	4851970	913.3
	"Lake County, TN"	"47095"	1180	94848	1244.1
	"Lauderdale County, TN"	"47097"	3380	329848	1024.7
	"Lawrence County, TN"	"47099"	5373	488615	1099.6
	"Lewis County, TN"	"47101"	1606	140620	1142.1
	"Lincoln County, TN"	"47103"	4553	385099	1182.3
	"Loudon County, TN"	"47105"	5645	522667	1080.0
	"McMinn County, TN"	"47107"	6770	609110	1111.5
	"McNairy County, TN"	"47109"	3871	301861	1282.4
	"Macon County, TN"	"47111"	2745	255004	1076.5
	"Madison County, TN"	"47113"	10556	1140052	925.9
	"Marion County, TN"	"47115"	3772	335061	1125.8
	"Marshall County, TN"	"47117"	3368	340580	988.9
	"Maury County, TN"	"47119"	8558	892517	958.9
	"Meigs County, TN"	"47121"	1424	135775	1048.8
	"Monroe County, TN"	"47123"	5147	500171	1029.0
	"Montgomery County, TN"	"47125"	11137	1793398	621.0
	"Moore County, TN"	"47127"	632	72383	873.1
	"Morgan County, TN"	"47129"	2373	250515	947.2
	"Obion County, TN"	"47131"	4642	385920	1202.8
	"Overton County, TN"	"47133"	3060	251714	1215.7
	"Perry County, TN"	"47135"	1160	91897	1262.3
	"Pickett County, TN"	"47137"	753	60348	1247.8
	"Polk County, TN"	"47139"	2391	197014	1213.6
	"Putnam County, TN"	"47141"	7820	801478	975.7
	"Rhea County, TN"	"47143"	3920	358726	1092.8
	"Roane County, TN"	"47145"	7499	638079	1175.2
	"Robertson County, TN"	"47147"	6346	718171	883.6
	"Rutherford County, TN"	"47149"	15343	2633877	582.5
	"Scott County, TN"	"47151"	2594	261078	993.6
	"Sequatchie County, TN"	"47153"	1459	152151	958.9
	"Sevier County, TN"	"47155"	8694	962921	902.9
	"Shelby County, TN"	"47157"	92845	10934949	849.1
	"Smith County, TN"	"47159"	2435	221343	1100.1
	"Stewart County, TN"	"47161"	1796	153476	1170.2
	"Sullivan County, TN"	"47163"	21458	1850695	1159.5
